data;cotacaoPrevista
2025-09-23;5.3455978151131
2025-09-24;5.345074881643939
2025-09-25;5.3450213739140615
2025-09-26;5.345033629564091
2025-09-27;5.345036176328381
2025-09-28;5.345035983353896
2025-09-29;5.3450358905977495
2025-09-30;5.345035889797188
2025-10-01;5.345035892604672
2025-10-02;5.345035892834099
2025-10-03;5.345035892764085
2025-10-04;5.345035892751892
2025-10-05;5.345035892753167
2025-10-06;5.3450358927536366
2025-10-07;5.345035892753631
